rom	bdrate	romsym	bdratesym
9.61	-2.08	6.94	2.08
9.70	-2.09	7.03	2.09
9.80	-2.10	7.13	2.10
9.84	-2.12	7.13	2.12
10.03	-2.14	7.31	2.14
10.08	-2.15	7.36	2.15
10.17	-2.17	7.36	2.17
10.22	-2.18	7.36	2.18
10.27	-2.18	7.36	2.18
10.31	-2.19	7.36	2.19
10.36	-2.20	7.36	2.20
10.41	-2.21	7.41	2.21
10.45	-2.22	7.41	2.22
10.50	-2.21	7.41	2.21
10.69	-2.23	7.59	2.23
10.73	-2.24	7.64	2.24
10.78	-2.23	7.64	2.23
11.53	-2.24	8.39	2.24
11.58	-2.24	8.39	2.24
11.67	-2.25	8.48	2.25
11.72	-2.25	8.48	2.25
11.77	-2.25	8.48	2.25
11.81	-2.26	8.53	2.26
11.91	-2.27	8.63	2.27
12.09	-2.28	8.63	2.28
12.14	-2.28	8.63	2.28
12.19	-2.27	8.63	2.27
12.56	-2.27	9.00	2.27
12.61	-2.28	9.00	2.28
12.66	-2.29	9.00	2.29
12.70	-2.30	9.00	2.30
12.75	-2.29	9.00	2.29
12.80	-2.30	9.00	2.30
12.89	-2.31	9.09	2.31
13.08	-2.31	9.28	2.31
13.13	-2.30	9.28	2.30
13.17	-2.31	9.28	2.31
13.22	-2.31	9.28	2.31
13.31	-2.32	9.28	2.32
13.41	-2.32	9.38	2.32
13.45	-2.31	9.38	2.31
13.50	-2.31	9.38	2.31
13.69	-2.32	9.56	2.32
13.78	-2.32	9.66	2.32
13.83	-2.32	9.66	2.32
14.20	-2.33	10.03	2.33
14.25	-2.33	10.03	2.33
14.30	-2.33	10.03	2.33
14.34	-2.32	10.03	2.32
14.44	-2.33	10.03	2.33
14.48	-2.32	10.03	2.32
14.58	-2.33	10.13	2.33
14.67	-2.33	10.13	2.33
14.77	-2.34	10.22	2.34
14.81	-2.34	10.22	2.34
14.91	-2.34	10.22	2.34
15.00	-2.35	10.22	2.35
15.05	-2.33	10.22	2.33
15.14	-2.35	10.31	2.35
15.33	-2.36	10.50	2.36
15.38	-2.34	10.50	2.34
15.42	-2.34	10.50	2.34
15.52	-2.35	10.50	2.35
15.61	-2.36	10.50	2.36
15.66	-2.34	10.50	2.34
15.75	-2.35	10.50	2.35
16.50	-2.36	11.25	2.36
16.69	-2.36	11.25	2.36
16.73	-2.34	11.25	2.34
16.83	-2.36	11.25	2.36
17.02	-2.37	11.25	2.37
17.06	-2.35	11.25	2.35
17.16	-2.37	11.25	2.37
17.34	-2.38	11.44	2.38
17.44	-2.37	11.44	2.37
17.53	-2.37	11.44	2.37
17.63	-2.38	11.44	2.38
17.72	-2.37	11.44	2.37
17.81	-2.37	11.44	2.37
18.00	-2.38	11.63	2.38
18.09	-2.37	11.63	2.37
18.28	-2.37	11.81	2.37
18.47	-2.37	11.81	2.37
18.66	-2.38	12.00	2.38
18.75	-2.37	12.00	2.37
18.84	-2.38	12.00	2.38
18.94	-2.37	12.00	2.37
19.69	-2.38	12.75	2.38
19.88	-2.39	12.75	2.39
20.25	-2.39	12.75	2.39
20.34	-2.39	12.75	2.39
20.53	-2.41	12.75	2.41
20.63	-2.38	12.75	2.38
20.72	-2.38	12.75	2.38
20.91	-2.39	12.94	2.39
21.09	-2.40	12.94	2.40
21.19	-2.37	12.94	2.37
21.38	-2.39	12.94	2.39
21.56	-2.38	12.94	2.38
21.75	-2.39	12.94	2.39
21.94	-2.38	12.94	2.38
22.13	-2.38	12.94	2.38
22.31	-2.39	12.94	2.39
22.69	-2.39	13.31	2.39
22.88	-2.39	13.31	2.39
23.06	-2.39	13.31	2.39
23.25	-2.39	13.31	2.39
23.44	-2.39	13.31	2.39
23.81	-2.41	13.69	2.41
24.00	-2.40	13.69	2.40
24.19	-2.38	13.69	2.38
24.56	-2.39	14.06	2.39
24.94	-2.41	14.44	2.41
25.13	-2.39	14.44	2.39
25.50	-2.41	14.81	2.41
25.88	-2.41	14.81	2.41
26.06	-2.40	14.81	2.40
26.25	-2.40	14.81	2.40
26.63	-2.40	15.19	2.40
26.81	-2.37	15.19	2.37
27.19	-2.39	15.56	2.39
27.56	-2.40	15.56	2.40
27.75	-2.39	15.56	2.39
7.69	-1.45	5.44	1.45
7.73	-1.54	5.48	1.54
7.78	-1.62	5.48	1.62
7.83	-1.67	5.53	1.67
7.88	-1.72	5.58	1.72
7.92	-1.76	5.63	1.76
7.97	-1.80	5.67	1.80
8.02	-1.81	5.72	1.81
8.06	-1.82	5.77	1.82
8.11	-1.85	5.81	1.85
8.16	-1.87	5.81	1.87
8.20	-1.89	5.86	1.89
8.25	-1.90	5.91	1.90
8.30	-1.91	5.95	1.91
8.34	-1.92	5.95	1.92
8.39	-1.92	6.00	1.92
8.44	-1.93	6.05	1.93
8.48	-1.95	6.05	1.95
8.58	-1.95	6.14	1.95
8.63	-1.97	6.19	1.97
8.81	-1.99	6.38	1.99
8.86	-2.00	6.38	2.00
8.91	-2.02	6.42	2.02
8.95	-2.02	6.47	2.02
9.00	-2.03	6.47	2.03
9.05	-2.03	6.47	2.03
9.09	-2.04	6.47	2.04
9.47	-2.06	6.84	2.06
9.52	-2.07	6.84	2.07
9.56	-2.08	6.84	2.08
9.61	-2.08	6.84	2.08
9.66	-2.09	6.89	2.09
9.70	-2.09	6.94	2.09
9.75	-2.09	6.94	2.09
9.80	-2.10	6.94	2.10
9.89	-2.11	7.03	2.11
9.98	-2.12	7.13	2.12
10.03	-2.14	7.13	2.14
10.22	-2.16	7.31	2.16
10.27	-2.16	7.36	2.16
10.36	-2.19	7.36	2.19
10.41	-2.19	7.36	2.19
10.45	-2.20	7.36	2.20
10.50	-2.21	7.36	2.21
10.55	-2.22	7.36	2.22
10.59	-2.22	7.41	2.22
10.64	-2.24	7.41	2.24
10.69	-2.23	7.41	2.23
10.88	-2.25	7.59	2.25
10.92	-2.25	7.64	2.25
10.97	-2.25	7.64	2.25
11.72	-2.26	8.39	2.26
11.77	-2.26	8.39	2.26
11.86	-2.26	8.48	2.26
11.91	-2.27	8.48	2.27
11.95	-2.27	8.48	2.27
12.00	-2.28	8.53	2.28
12.09	-2.28	8.63	2.28
12.28	-2.29	8.63	2.29
12.33	-2.30	8.63	2.30
12.38	-2.29	8.63	2.29
12.75	-2.29	9.00	2.29
12.80	-2.30	9.00	2.30
12.84	-2.31	9.00	2.31
12.89	-2.31	9.00	2.31
12.94	-2.31	9.00	2.31
12.98	-2.31	9.00	2.31
13.08	-2.33	9.09	2.33
13.27	-2.33	9.28	2.33
13.31	-2.32	9.28	2.32
13.36	-2.33	9.28	2.33
13.41	-2.33	9.28	2.33
13.50	-2.34	9.28	2.34
13.59	-2.34	9.38	2.34
13.64	-2.33	9.38	2.33
13.69	-2.33	9.38	2.33
13.88	-2.34	9.56	2.34
13.97	-2.34	9.66	2.34
14.02	-2.34	9.66	2.34
14.39	-2.35	10.03	2.35
14.44	-2.35	10.03	2.35
14.48	-2.35	10.03	2.35
14.53	-2.33	10.03	2.33
14.63	-2.34	10.03	2.34
14.67	-2.34	10.03	2.34
14.77	-2.35	10.13	2.35
14.86	-2.35	10.13	2.35
14.95	-2.36	10.22	2.36
15.00	-2.36	10.22	2.36
15.09	-2.36	10.22	2.36
15.19	-2.37	10.22	2.37
15.23	-2.35	10.22	2.35
15.33	-2.37	10.31	2.37
15.52	-2.37	10.50	2.37
15.56	-2.36	10.50	2.36
15.61	-2.36	10.50	2.36
15.70	-2.37	10.50	2.37
15.80	-2.37	10.50	2.37
15.84	-2.36	10.50	2.36
15.94	-2.37	10.50	2.37
16.69	-2.37	11.25	2.37
16.88	-2.38	11.25	2.38
16.92	-2.36	11.25	2.36
17.02	-2.37	11.25	2.37
17.20	-2.39	11.25	2.39
17.25	-2.37	11.25	2.37
17.34	-2.39	11.25	2.39
17.53	-2.40	11.44	2.40
17.63	-2.39	11.44	2.39
17.72	-2.39	11.44	2.39
17.81	-2.39	11.44	2.39
17.91	-2.38	11.44	2.38
18.00	-2.39	11.44	2.39
18.19	-2.40	11.63	2.40
18.28	-2.39	11.63	2.39
18.47	-2.39	11.81	2.39
18.66	-2.39	11.81	2.39
18.84	-2.40	12.00	2.40
18.94	-2.39	12.00	2.39
19.03	-2.40	12.00	2.40
19.13	-2.39	12.00	2.39
19.88	-2.40	12.75	2.40
20.06	-2.40	12.75	2.40
20.44	-2.40	12.75	2.40
20.53	-2.41	12.75	2.41
20.72	-2.43	12.75	2.43
20.81	-2.40	12.75	2.40
20.91	-2.40	12.75	2.40
21.09	-2.41	12.94	2.41
21.28	-2.41	12.94	2.41
21.38	-2.39	12.94	2.39
21.56	-2.41	12.94	2.41
21.75	-2.40	12.94	2.40
21.94	-2.41	12.94	2.41
22.13	-2.40	12.94	2.40
22.31	-2.40	12.94	2.40
22.50	-2.40	12.94	2.40
22.88	-2.41	13.31	2.41
23.06	-2.41	13.31	2.41
23.25	-2.41	13.31	2.41
23.44	-2.41	13.31	2.41
23.63	-2.41	13.31	2.41
24.00	-2.42	13.69	2.42
24.19	-2.42	13.69	2.42
24.38	-2.40	13.69	2.40
24.75	-2.41	14.06	2.41
25.13	-2.42	14.44	2.42
25.31	-2.41	14.44	2.41
25.69	-2.42	14.81	2.42
26.06	-2.43	14.81	2.43
26.25	-2.42	14.81	2.42
26.44	-2.42	14.81	2.42
26.81	-2.42	15.19	2.42
27.00	-2.39	15.19	2.39
27.38	-2.41	15.56	2.41
27.75	-2.41	15.56	2.41
27.94	-2.41	15.56	2.41
7.88	-1.46	5.44	1.46
7.92	-1.54	5.48	1.54
7.97	-1.63	5.48	1.63
8.02	-1.67	5.53	1.67
8.06	-1.72	5.58	1.72
8.11	-1.77	5.63	1.77
8.16	-1.80	5.67	1.80
8.20	-1.82	5.72	1.82
8.25	-1.83	5.77	1.83
8.30	-1.86	5.81	1.86
8.34	-1.88	5.81	1.88
8.39	-1.90	5.86	1.90
8.44	-1.91	5.91	1.91
8.48	-1.92	5.95	1.92
8.53	-1.93	5.95	1.93
8.58	-1.93	6.00	1.93
8.63	-1.94	6.05	1.94
8.67	-1.95	6.05	1.95
8.77	-1.96	6.14	1.96
8.81	-1.97	6.19	1.97
9.00	-2.00	6.38	2.00
9.05	-2.01	6.38	2.01
9.09	-2.03	6.42	2.03
9.14	-2.03	6.47	2.03
9.19	-2.03	6.47	2.03
9.23	-2.04	6.47	2.04
9.28	-2.05	6.47	2.05
9.66	-2.07	6.84	2.07
9.70	-2.08	6.84	2.08
9.75	-2.09	6.84	2.09
9.80	-2.09	6.84	2.09
9.84	-2.10	6.89	2.10
9.89	-2.09	6.94	2.09
9.94	-2.10	6.94	2.10
9.98	-2.11	6.94	2.11
10.08	-2.11	7.03	2.11
10.17	-2.13	7.13	2.13
10.22	-2.15	7.13	2.15
10.41	-2.16	7.31	2.16
10.45	-2.17	7.36	2.17
10.55	-2.19	7.36	2.19
10.59	-2.20	7.36	2.20
10.64	-2.21	7.36	2.21
10.69	-2.22	7.36	2.22
10.73	-2.23	7.36	2.23
10.78	-2.23	7.41	2.23
10.83	-2.24	7.41	2.24
10.88	-2.24	7.41	2.24
11.06	-2.25	7.59	2.25
11.11	-2.26	7.64	2.26
11.16	-2.26	7.64	2.26
11.91	-2.26	8.39	2.26
11.95	-2.27	8.39	2.27
12.05	-2.27	8.48	2.27
12.09	-2.27	8.48	2.27
12.14	-2.28	8.48	2.28
12.19	-2.29	8.53	2.29
12.28	-2.29	8.63	2.29
12.47	-2.30	8.63	2.30
12.52	-2.30	8.63	2.30
12.56	-2.30	8.63	2.30
12.94	-2.30	9.00	2.30
12.98	-2.31	9.00	2.31
13.03	-2.31	9.00	2.31
13.08	-2.32	9.00	2.32
13.13	-2.32	9.00	2.32
13.17	-2.32	9.00	2.32
13.27	-2.33	9.09	2.33
13.45	-2.33	9.28	2.33
13.50	-2.33	9.28	2.33
13.55	-2.34	9.28	2.34
13.59	-2.34	9.28	2.34
13.69	-2.34	9.28	2.34
13.78	-2.35	9.38	2.35
13.83	-2.34	9.38	2.34
13.88	-2.34	9.38	2.34
14.06	-2.35	9.56	2.35
14.16	-2.35	9.66	2.35
14.20	-2.35	9.66	2.35
14.58	-2.35	10.03	2.35
14.63	-2.36	10.03	2.36
14.67	-2.36	10.03	2.36
14.72	-2.34	10.03	2.34
14.81	-2.35	10.03	2.35
14.86	-2.35	10.03	2.35
14.95	-2.35	10.13	2.35
15.05	-2.36	10.13	2.36
15.14	-2.37	10.22	2.37
15.19	-2.36	10.22	2.36
15.28	-2.37	10.22	2.37
15.38	-2.37	10.22	2.37
15.42	-2.36	10.22	2.36
15.52	-2.37	10.31	2.37
15.70	-2.38	10.50	2.38
15.75	-2.37	10.50	2.37
15.80	-2.37	10.50	2.37
15.89	-2.38	10.50	2.38
15.98	-2.38	10.50	2.38
16.03	-2.37	10.50	2.37
16.13	-2.38	10.50	2.38
16.88	-2.38	11.25	2.38
17.06	-2.38	11.25	2.38
17.11	-2.37	11.25	2.37
17.20	-2.38	11.25	2.38
17.39	-2.39	11.25	2.39
17.44	-2.37	11.25	2.37
17.53	-2.39	11.25	2.39
17.72	-2.40	11.44	2.40
17.81	-2.40	11.44	2.40
17.91	-2.39	11.44	2.39
18.00	-2.40	11.44	2.40
18.09	-2.39	11.44	2.39
18.19	-2.40	11.44	2.40
18.38	-2.41	11.63	2.41
18.47	-2.40	11.63	2.40
18.66	-2.40	11.81	2.40
18.84	-2.40	11.81	2.40
19.03	-2.41	12.00	2.41
19.13	-2.39	12.00	2.39
19.22	-2.41	12.00	2.41
19.31	-2.40	12.00	2.40
20.06	-2.41	12.75	2.41
20.25	-2.41	12.75	2.41
20.63	-2.41	12.75	2.41
20.72	-2.42	12.75	2.42
20.91	-2.43	12.75	2.43
21.00	-2.41	12.75	2.41
21.09	-2.41	12.75	2.41
21.28	-2.42	12.94	2.42
21.47	-2.42	12.94	2.42
21.56	-2.40	12.94	2.40
21.75	-2.41	12.94	2.41
21.94	-2.41	12.94	2.41
22.13	-2.42	12.94	2.42
22.31	-2.41	12.94	2.41
22.50	-2.41	12.94	2.41
22.69	-2.41	12.94	2.41
23.06	-2.42	13.31	2.42
23.25	-2.42	13.31	2.42
23.44	-2.42	13.31	2.42
23.63	-2.42	13.31	2.42
23.81	-2.42	13.31	2.42
24.19	-2.43	13.69	2.43
24.38	-2.42	13.69	2.42
24.56	-2.41	13.69	2.41
24.94	-2.42	14.06	2.42
25.31	-2.43	14.44	2.43
25.50	-2.42	14.44	2.42
25.88	-2.43	14.81	2.43
26.25	-2.43	14.81	2.43
26.44	-2.43	14.81	2.43
26.63	-2.42	14.81	2.42
27.00	-2.42	15.19	2.42
27.19	-2.40	15.19	2.40
27.56	-2.42	15.56	2.42
27.94	-2.42	15.56	2.42
28.13	-2.42	15.56	2.42
8.06	-1.47	5.44	1.47
8.11	-1.56	5.48	1.56
8.16	-1.65	5.48	1.65
8.20	-1.69	5.53	1.69
8.25	-1.74	5.58	1.74
8.30	-1.78	5.63	1.78
8.34	-1.82	5.67	1.82
8.39	-1.83	5.72	1.83
8.44	-1.85	5.77	1.85
8.48	-1.87	5.81	1.87
8.53	-1.90	5.81	1.90
8.58	-1.92	5.86	1.92
8.63	-1.92	5.91	1.92
8.67	-1.93	5.95	1.93
8.72	-1.94	5.95	1.94
8.77	-1.95	6.00	1.95
8.81	-1.95	6.05	1.95
8.86	-1.97	6.05	1.97
8.95	-1.98	6.14	1.98
9.00	-1.99	6.19	1.99
9.19	-2.02	6.38	2.02
9.23	-2.03	6.38	2.03
9.28	-2.04	6.42	2.04
9.33	-2.05	6.47	2.05
9.38	-2.05	6.47	2.05
9.42	-2.06	6.47	2.06
9.47	-2.07	6.47	2.07
9.84	-2.09	6.84	2.09
9.89	-2.10	6.84	2.10
9.94	-2.10	6.84	2.10
9.98	-2.10	6.84	2.10
10.03	-2.11	6.89	2.11
10.08	-2.11	6.94	2.11
10.13	-2.12	6.94	2.12
10.17	-2.12	6.94	2.12
10.27	-2.13	7.03	2.13
10.36	-2.15	7.13	2.15
10.41	-2.16	7.13	2.16
10.59	-2.18	7.31	2.18
10.64	-2.19	7.36	2.19
10.73	-2.21	7.36	2.21
10.78	-2.22	7.36	2.22
10.83	-2.23	7.36	2.23
10.88	-2.23	7.36	2.23
10.92	-2.25	7.36	2.25
10.97	-2.25	7.41	2.25
11.02	-2.26	7.41	2.26
11.06	-2.26	7.41	2.26
11.25	-2.27	7.59	2.27
11.30	-2.28	7.64	2.28
11.34	-2.28	7.64	2.28
12.09	-2.28	8.39	2.28
12.14	-2.28	8.39	2.28
12.23	-2.29	8.48	2.29
12.28	-2.29	8.48	2.29
12.33	-2.30	8.48	2.30
12.38	-2.30	8.53	2.30
12.47	-2.31	8.63	2.31
12.66	-2.32	8.63	2.32
12.70	-2.32	8.63	2.32
12.75	-2.32	8.63	2.32
13.13	-2.32	9.00	2.32
13.17	-2.32	9.00	2.32
13.22	-2.33	9.00	2.33
13.27	-2.34	9.00	2.34
13.31	-2.34	9.00	2.34
13.36	-2.34	9.00	2.34
13.45	-2.35	9.09	2.35
13.64	-2.35	9.28	2.35
13.69	-2.35	9.28	2.35
13.73	-2.36	9.28	2.36
13.78	-2.36	9.28	2.36
13.88	-2.36	9.28	2.36
13.97	-2.36	9.38	2.36
14.02	-2.36	9.38	2.36
14.06	-2.36	9.38	2.36
14.25	-2.36	9.56	2.36
14.34	-2.37	9.66	2.37
14.39	-2.36	9.66	2.36
14.77	-2.37	10.03	2.37
14.81	-2.37	10.03	2.37
14.86	-2.37	10.03	2.37
14.91	-2.36	10.03	2.36
15.00	-2.37	10.03	2.37
15.05	-2.37	10.03	2.37
15.14	-2.37	10.13	2.37
15.23	-2.37	10.13	2.37
15.33	-2.38	10.22	2.38
15.38	-2.38	10.22	2.38
15.47	-2.38	10.22	2.38
15.56	-2.39	10.22	2.39
15.61	-2.38	10.22	2.38
15.70	-2.39	10.31	2.39
15.89	-2.40	10.50	2.40
15.94	-2.38	10.50	2.38
15.98	-2.39	10.50	2.39
16.08	-2.39	10.50	2.39
16.17	-2.40	10.50	2.40
16.22	-2.39	10.50	2.39
16.31	-2.40	10.50	2.40
17.06	-2.40	11.25	2.40
17.25	-2.40	11.25	2.40
17.30	-2.39	11.25	2.39
17.39	-2.40	11.25	2.40
17.58	-2.41	11.25	2.41
17.63	-2.39	11.25	2.39
17.72	-2.41	11.25	2.41
17.91	-2.42	11.44	2.42
18.00	-2.41	11.44	2.41
18.09	-2.41	11.44	2.41
18.19	-2.42	11.44	2.42
18.28	-2.41	11.44	2.41
18.38	-2.42	11.44	2.42
18.56	-2.42	11.63	2.42
18.66	-2.41	11.63	2.41
18.84	-2.41	11.81	2.41
19.03	-2.42	11.81	2.42
19.22	-2.42	12.00	2.42
19.31	-2.41	12.00	2.41
19.41	-2.43	12.00	2.43
19.50	-2.41	12.00	2.41
20.25	-2.43	12.75	2.43
20.44	-2.43	12.75	2.43
20.81	-2.43	12.75	2.43
20.91	-2.43	12.75	2.43
21.09	-2.45	12.75	2.45
21.19	-2.43	12.75	2.43
21.28	-2.42	12.75	2.42
21.47	-2.43	12.94	2.43
21.66	-2.44	12.94	2.44
21.75	-2.42	12.94	2.42
21.94	-2.43	12.94	2.43
22.13	-2.43	12.94	2.43
22.31	-2.44	12.94	2.44
22.50	-2.43	12.94	2.43
22.69	-2.43	12.94	2.43
22.88	-2.43	12.94	2.43
23.25	-2.44	13.31	2.44
23.44	-2.43	13.31	2.43
23.63	-2.43	13.31	2.43
23.81	-2.43	13.31	2.43
24.00	-2.43	13.31	2.43
24.38	-2.45	13.69	2.45
24.56	-2.44	13.69	2.44
24.75	-2.42	13.69	2.42
25.13	-2.43	14.06	2.43
25.50	-2.45	14.44	2.45
25.69	-2.43	14.44	2.43
26.06	-2.45	14.81	2.45
26.44	-2.45	14.81	2.45
26.63	-2.45	14.81	2.45
26.81	-2.44	14.81	2.44
27.19	-2.44	15.19	2.44
27.38	-2.41	15.19	2.41
27.75	-2.43	15.56	2.43
28.13	-2.44	15.56	2.44
28.31	-2.43	15.56	2.43
8.25	-1.48	5.44	1.48
8.30	-1.57	5.48	1.57
8.34	-1.66	5.48	1.66
8.39	-1.70	5.53	1.70
8.44	-1.75	5.58	1.75
8.48	-1.80	5.63	1.80
8.53	-1.83	5.67	1.83
8.58	-1.85	5.72	1.85
8.63	-1.86	5.77	1.86
8.67	-1.89	5.81	1.89
8.72	-1.91	5.81	1.91
8.77	-1.93	5.86	1.93
8.81	-1.94	5.91	1.94
8.86	-1.95	5.95	1.95
8.91	-1.95	5.95	1.95
8.95	-1.96	6.00	1.96
9.00	-1.97	6.05	1.97
9.05	-1.98	6.05	1.98
9.14	-1.99	6.14	1.99
9.19	-2.00	6.19	2.00
9.38	-2.03	6.38	2.03
9.42	-2.04	6.38	2.04
9.47	-2.06	6.42	2.06
9.52	-2.06	6.47	2.06
9.56	-2.06	6.47	2.06
9.61	-2.07	6.47	2.07
9.66	-2.08	6.47	2.08
10.03	-2.10	6.84	2.10
10.08	-2.11	6.84	2.11
10.13	-2.12	6.84	2.12
10.17	-2.12	6.84	2.12
10.22	-2.13	6.89	2.13
10.27	-2.12	6.94	2.12
10.31	-2.13	6.94	2.13
10.36	-2.13	6.94	2.13
10.45	-2.14	7.03	2.14
10.55	-2.16	7.13	2.16
10.59	-2.17	7.13	2.17
10.78	-2.19	7.31	2.19
10.83	-2.20	7.36	2.20
10.92	-2.22	7.36	2.22
10.97	-2.23	7.36	2.23
11.02	-2.24	7.36	2.24
11.06	-2.25	7.36	2.25
11.11	-2.26	7.36	2.26
11.16	-2.26	7.41	2.26
11.20	-2.27	7.41	2.27
11.25	-2.27	7.41	2.27
11.44	-2.28	7.59	2.28
11.48	-2.29	7.64	2.29
11.53	-2.29	7.64	2.29
12.28	-2.29	8.39	2.29
12.33	-2.30	8.39	2.30
12.42	-2.30	8.48	2.30
12.47	-2.30	8.48	2.30
12.52	-2.31	8.48	2.31
12.56	-2.32	8.53	2.32
12.66	-2.32	8.63	2.32
12.84	-2.33	8.63	2.33
12.89	-2.33	8.63	2.33
12.94	-2.33	8.63	2.33
13.31	-2.33	9.00	2.33
13.36	-2.34	9.00	2.34
13.41	-2.34	9.00	2.34
13.45	-2.35	9.00	2.35
13.50	-2.35	9.00	2.35
13.55	-2.35	9.00	2.35
13.64	-2.36	9.09	2.36
13.83	-2.36	9.28	2.36
13.88	-2.36	9.28	2.36
13.92	-2.37	9.28	2.37
13.97	-2.37	9.28	2.37
14.06	-2.37	9.28	2.37
14.16	-2.38	9.38	2.38
14.20	-2.37	9.38	2.37
14.25	-2.37	9.38	2.37
14.44	-2.37	9.56	2.37
14.53	-2.38	9.66	2.38
14.58	-2.37	9.66	2.37
14.95	-2.38	10.03	2.38
15.00	-2.38	10.03	2.38
15.05	-2.38	10.03	2.38
15.09	-2.37	10.03	2.37
15.19	-2.38	10.03	2.38
15.23	-2.38	10.03	2.38
15.33	-2.38	10.13	2.38
15.42	-2.39	10.13	2.39
15.52	-2.39	10.22	2.39
15.56	-2.39	10.22	2.39
15.66	-2.40	10.22	2.40
15.75	-2.40	10.22	2.40
15.80	-2.39	10.22	2.39
15.89	-2.40	10.31	2.40
16.08	-2.41	10.50	2.41
16.13	-2.39	10.50	2.39
16.17	-2.40	10.50	2.40
16.27	-2.41	10.50	2.41
16.36	-2.41	10.50	2.41
16.41	-2.40	10.50	2.40
16.50	-2.41	10.50	2.41
17.25	-2.41	11.25	2.41
17.44	-2.41	11.25	2.41
17.48	-2.40	11.25	2.40
17.58	-2.41	11.25	2.41
17.77	-2.42	11.25	2.42
17.81	-2.40	11.25	2.40
17.91	-2.42	11.25	2.42
18.09	-2.43	11.44	2.43
18.19	-2.43	11.44	2.43
18.28	-2.42	11.44	2.42
18.38	-2.43	11.44	2.43
18.47	-2.42	11.44	2.42
18.56	-2.43	11.44	2.43
18.75	-2.43	11.63	2.43
18.84	-2.42	11.63	2.42
19.03	-2.43	11.81	2.43
19.22	-2.43	11.81	2.43
19.41	-2.44	12.00	2.44
19.50	-2.42	12.00	2.42
19.59	-2.44	12.00	2.44
19.69	-2.43	12.00	2.43
20.44	-2.44	12.75	2.44
20.63	-2.44	12.75	2.44
21.00	-2.44	12.75	2.44
21.09	-2.45	12.75	2.45
21.28	-2.46	12.75	2.46
21.38	-2.44	12.75	2.44
21.47	-2.44	12.75	2.44
21.66	-2.45	12.94	2.45
21.84	-2.45	12.94	2.45
21.94	-2.43	12.94	2.43
22.13	-2.44	12.94	2.44
22.31	-2.44	12.94	2.44
22.50	-2.45	12.94	2.45
22.69	-2.44	12.94	2.44
22.88	-2.44	12.94	2.44
23.06	-2.44	12.94	2.44
23.44	-2.45	13.31	2.45
23.63	-2.44	13.31	2.44
23.81	-2.44	13.31	2.44
24.00	-2.45	13.31	2.45
24.19	-2.45	13.31	2.45
24.56	-2.46	13.69	2.46
24.75	-2.45	13.69	2.45
24.94	-2.44	13.69	2.44
25.31	-2.45	14.06	2.45
25.69	-2.46	14.44	2.46
25.88	-2.44	14.44	2.44
26.25	-2.46	14.81	2.46
26.63	-2.46	14.81	2.46
26.81	-2.46	14.81	2.46
27.00	-2.45	14.81	2.45
27.38	-2.45	15.19	2.45
27.56	-2.42	15.19	2.42
27.94	-2.45	15.56	2.45
28.31	-2.45	15.56	2.45
28.50	-2.44	15.56	2.44
8.44	-1.51	5.44	1.51
8.48	-1.60	5.48	1.60
8.53	-1.68	5.48	1.68
8.58	-1.73	5.53	1.73
8.63	-1.78	5.58	1.78
8.67	-1.82	5.63	1.82
8.72	-1.86	5.67	1.86
8.77	-1.87	5.72	1.87
8.81	-1.88	5.77	1.88
8.86	-1.91	5.81	1.91
8.91	-1.93	5.81	1.93
8.95	-1.95	5.86	1.95
9.00	-1.96	5.91	1.96
9.05	-1.97	5.95	1.97
9.09	-1.98	5.95	1.98
9.14	-1.98	6.00	1.98
9.19	-1.99	6.05	1.99
9.23	-2.01	6.05	2.01
9.33	-2.01	6.14	2.01
9.38	-2.03	6.19	2.03
9.56	-2.05	6.38	2.05
9.61	-2.06	6.38	2.06
9.66	-2.08	6.42	2.08
9.70	-2.08	6.47	2.08
9.75	-2.09	6.47	2.09
9.80	-2.09	6.47	2.09
9.84	-2.10	6.47	2.10
10.22	-2.12	6.84	2.12
10.27	-2.13	6.84	2.13
10.31	-2.14	6.84	2.14
10.36	-2.14	6.84	2.14
10.41	-2.15	6.89	2.15
10.45	-2.15	6.94	2.15
10.50	-2.15	6.94	2.15
10.55	-2.16	6.94	2.16
10.64	-2.17	7.03	2.17
10.73	-2.18	7.13	2.18
10.78	-2.20	7.13	2.20
10.97	-2.22	7.31	2.22
11.02	-2.22	7.36	2.22
11.11	-2.25	7.36	2.25
11.16	-2.25	7.36	2.25
11.20	-2.26	7.36	2.26
11.25	-2.27	7.36	2.27
11.30	-2.28	7.36	2.28
11.34	-2.28	7.41	2.28
11.39	-2.30	7.41	2.30
11.44	-2.29	7.41	2.29
11.63	-2.31	7.59	2.31
11.67	-2.31	7.64	2.31
11.72	-2.31	7.64	2.31
12.47	-2.32	8.39	2.32
12.52	-2.32	8.39	2.32
12.61	-2.32	8.48	2.32
12.66	-2.33	8.48	2.33
12.70	-2.33	8.48	2.33
12.75	-2.34	8.53	2.34
12.84	-2.34	8.63	2.34
13.03	-2.35	8.63	2.35
13.08	-2.36	8.63	2.36
13.13	-2.35	8.63	2.35
13.50	-2.35	9.00	2.35
13.55	-2.36	9.00	2.36
13.59	-2.37	9.00	2.37
13.64	-2.37	9.00	2.37
13.69	-2.37	9.00	2.37
13.73	-2.37	9.00	2.37
13.83	-2.39	9.09	2.39
14.02	-2.39	9.28	2.39
14.06	-2.38	9.28	2.38
14.11	-2.39	9.28	2.39
