rom	bdrate	romsym	bdratesym
93.14	-3.32	69.33	3.32
93.19	-3.33	69.38	3.33
93.38	-3.36	69.56	3.36
93.42	-3.37	69.56	3.37
93.47	-3.38	69.61	3.38
93.52	-3.39	69.66	3.39
93.56	-3.39	69.66	3.39
93.61	-3.40	69.66	3.40
93.66	-3.41	69.66	3.41
94.03	-3.43	70.03	3.43
94.08	-3.44	70.03	3.44
94.13	-3.44	70.03	3.44
94.17	-3.44	70.03	3.44
94.22	-3.45	70.08	3.45
94.27	-3.45	70.13	3.45
94.31	-3.46	70.13	3.46
94.36	-3.46	70.13	3.46
94.45	-3.47	70.22	3.47
94.55	-3.49	70.31	3.49
94.59	-3.50	70.31	3.50
94.78	-3.52	70.50	3.52
94.83	-3.53	70.55	3.53
94.92	-3.55	70.55	3.55
94.97	-3.56	70.55	3.56
95.02	-3.57	70.55	3.57
95.06	-3.57	70.55	3.57
95.11	-3.59	70.55	3.59
95.16	-3.59	70.59	3.59
95.20	-3.60	70.59	3.60
95.25	-3.60	70.59	3.60
95.44	-3.61	70.78	3.61
95.48	-3.62	70.83	3.62
95.53	-3.62	70.83	3.62
96.28	-3.62	71.58	3.62
96.33	-3.62	71.58	3.62
96.42	-3.63	71.67	3.63
96.47	-3.63	71.67	3.63
96.52	-3.64	71.67	3.64
96.56	-3.64	71.72	3.64
96.66	-3.65	71.81	3.65
96.84	-3.66	71.81	3.66
96.89	-3.66	71.81	3.66
96.94	-3.65	71.81	3.65
97.31	-3.66	72.19	3.66
97.36	-3.66	72.19	3.66
97.41	-3.67	72.19	3.67
97.45	-3.68	72.19	3.68
97.50	-3.68	72.19	3.68
97.55	-3.68	72.19	3.68
97.64	-3.69	72.28	3.69
97.83	-3.69	72.47	3.69
97.88	-3.69	72.47	3.69
97.92	-3.70	72.47	3.70
97.97	-3.70	72.47	3.70
98.06	-3.70	72.47	3.70
98.16	-3.70	72.56	3.70
98.20	-3.70	72.56	3.70
98.25	-3.70	72.56	3.70
98.44	-3.70	72.75	3.70
98.53	-3.71	72.84	3.71
98.58	-3.70	72.84	3.70
98.95	-3.71	73.22	3.71
99.00	-3.71	73.22	3.71
99.05	-3.71	73.22	3.71
99.09	-3.70	73.22	3.70
99.19	-3.71	73.22	3.71
99.23	-3.71	73.22	3.71
99.33	-3.71	73.31	3.71
99.42	-3.71	73.31	3.71
99.52	-3.72	73.41	3.72
99.56	-3.72	73.41	3.72
99.66	-3.72	73.41	3.72
99.75	-3.73	73.41	3.73
99.80	-3.71	73.41	3.71
99.89	-3.73	73.50	3.73
100.08	-3.74	73.69	3.74
100.13	-3.72	73.69	3.72
100.17	-3.73	73.69	3.73
100.27	-3.73	73.69	3.73
100.36	-3.74	73.69	3.74
100.41	-3.73	73.69	3.73
100.50	-3.74	73.69	3.74
101.25	-3.74	74.44	3.74
101.44	-3.74	74.44	3.74
101.48	-3.73	74.44	3.73
101.58	-3.74	74.44	3.74
101.77	-3.75	74.44	3.75
101.81	-3.73	74.44	3.73
101.91	-3.75	74.44	3.75
102.09	-3.76	74.63	3.76
102.19	-3.75	74.63	3.75
102.28	-3.75	74.63	3.75
102.38	-3.76	74.63	3.76
102.47	-3.75	74.63	3.75
102.56	-3.76	74.63	3.76
102.75	-3.76	74.81	3.76
102.84	-3.75	74.81	3.75
103.03	-3.75	75.00	3.75
103.22	-3.76	75.00	3.76
103.41	-3.76	75.19	3.76
103.50	-3.75	75.19	3.75
103.59	-3.77	75.19	3.77
103.69	-3.75	75.19	3.75
104.44	-3.77	75.94	3.77
104.63	-3.77	75.94	3.77
105.00	-3.77	75.94	3.77
105.09	-3.77	75.94	3.77
105.28	-3.79	75.94	3.79
105.38	-3.77	75.94	3.77
105.47	-3.76	75.94	3.76
105.66	-3.77	76.13	3.77
105.84	-3.78	76.13	3.78
105.94	-3.76	76.13	3.76
106.13	-3.77	76.13	3.77
106.31	-3.77	76.13	3.77
106.50	-3.78	76.13	3.78
106.69	-3.77	76.13	3.77
106.88	-3.77	76.13	3.77
107.06	-3.77	76.13	3.77
107.44	-3.78	76.50	3.78
107.63	-3.77	76.50	3.77
107.81	-3.77	76.50	3.77
108.00	-3.77	76.50	3.77
108.19	-3.77	76.50	3.77
108.56	-3.79	76.88	3.79
108.75	-3.78	76.88	3.78
108.94	-3.76	76.88	3.76
109.31	-3.77	77.25	3.77
109.69	-3.79	77.63	3.79
109.88	-3.77	77.63	3.77
110.25	-3.79	78.00	3.79
110.63	-3.79	78.00	3.79
110.81	-3.79	78.00	3.79
111.00	-3.78	78.00	3.78
111.38	-3.78	78.38	3.78
111.56	-3.75	78.38	3.75
111.94	-3.77	78.75	3.77
112.31	-3.78	78.75	3.78
112.50	-3.77	78.75	3.77
92.63	-2.82	69.00	2.82
92.67	-2.91	69.05	2.91
92.72	-3.00	69.05	3.00
92.77	-3.04	69.09	3.04
92.81	-3.09	69.14	3.09
92.86	-3.13	69.19	3.13
92.91	-3.17	69.23	3.17
92.95	-3.18	69.28	3.18
93.00	-3.20	69.33	3.20
93.05	-3.22	69.38	3.22
93.09	-3.25	69.38	3.25
93.14	-3.27	69.42	3.27
93.19	-3.27	69.47	3.27
93.23	-3.28	69.52	3.28
93.28	-3.29	69.52	3.29
93.33	-3.30	69.56	3.30
93.38	-3.30	69.61	3.30
93.42	-3.32	69.61	3.32
93.52	-3.33	69.70	3.33
93.56	-3.34	69.75	3.34
93.75	-3.37	69.94	3.37
93.80	-3.38	69.94	3.38
93.84	-3.39	69.98	3.39
93.89	-3.40	70.03	3.40
93.94	-3.40	70.03	3.40
93.98	-3.41	70.03	3.41
94.03	-3.42	70.03	3.42
94.41	-3.44	70.41	3.44
94.45	-3.45	70.41	3.45
94.50	-3.46	70.41	3.46
94.55	-3.45	70.41	3.45
94.59	-3.46	70.45	3.46
94.64	-3.46	70.50	3.46
94.69	-3.47	70.50	3.47
94.73	-3.47	70.50	3.47
94.83	-3.48	70.59	3.48
94.92	-3.50	70.69	3.50
94.97	-3.51	70.69	3.51
95.16	-3.53	70.88	3.53
95.20	-3.54	70.92	3.54
95.30	-3.56	70.92	3.56
95.34	-3.57	70.92	3.57
95.39	-3.58	70.92	3.58
95.44	-3.58	70.92	3.58
95.48	-3.60	70.92	3.60
95.53	-3.60	70.97	3.60
95.58	-3.61	70.97	3.61
95.63	-3.61	70.97	3.61
95.81	-3.62	71.16	3.62
95.86	-3.63	71.20	3.63
95.91	-3.63	71.20	3.63
96.66	-3.63	71.95	3.63
96.70	-3.63	71.95	3.63
96.80	-3.64	72.05	3.64
96.84	-3.64	72.05	3.64
96.89	-3.65	72.05	3.65
96.94	-3.65	72.09	3.65
97.03	-3.66	72.19	3.66
97.22	-3.67	72.19	3.67
97.27	-3.67	72.19	3.67
97.31	-3.67	72.19	3.67
97.69	-3.67	72.56	3.67
97.73	-3.67	72.56	3.67
97.78	-3.68	72.56	3.68
97.83	-3.69	72.56	3.69
97.88	-3.69	72.56	3.69
97.92	-3.69	72.56	3.69
98.02	-3.70	72.66	3.70
98.20	-3.70	72.84	3.70
98.25	-3.70	72.84	3.70
98.30	-3.71	72.84	3.71
98.34	-3.71	72.84	3.71
98.44	-3.71	72.84	3.71
98.53	-3.71	72.94	3.71
98.58	-3.71	72.94	3.71
98.63	-3.71	72.94	3.71
98.81	-3.71	73.13	3.71
98.91	-3.72	73.22	3.72
98.95	-3.71	73.22	3.71
99.33	-3.72	73.59	3.72
99.38	-3.72	73.59	3.72
99.42	-3.72	73.59	3.72
99.47	-3.71	73.59	3.71
99.56	-3.72	73.59	3.72
99.61	-3.72	73.59	3.72
99.70	-3.72	73.69	3.72
99.80	-3.72	73.69	3.72
99.89	-3.73	73.78	3.73
99.94	-3.73	73.78	3.73
100.03	-3.73	73.78	3.73
100.13	-3.74	73.78	3.74
100.17	-3.73	73.78	3.73
100.27	-3.74	73.88	3.74
100.45	-3.75	74.06	3.75
100.50	-3.73	74.06	3.73
100.55	-3.74	74.06	3.74
100.64	-3.74	74.06	3.74
100.73	-3.75	74.06	3.75
100.78	-3.74	74.06	3.74
100.88	-3.75	74.06	3.75
101.63	-3.75	74.81	3.75
101.81	-3.75	74.81	3.75
101.86	-3.74	74.81	3.74
101.95	-3.75	74.81	3.75
102.14	-3.76	74.81	3.76
102.19	-3.74	74.81	3.74
102.28	-3.76	74.81	3.76
102.47	-3.77	75.00	3.77
102.56	-3.77	75.00	3.77
102.66	-3.76	75.00	3.76
102.75	-3.77	75.00	3.77
102.84	-3.76	75.00	3.76
102.94	-3.77	75.00	3.77
103.13	-3.77	75.19	3.77
103.22	-3.76	75.19	3.76
103.41	-3.76	75.38	3.76
103.59	-3.77	75.38	3.77
103.78	-3.77	75.56	3.77
103.88	-3.76	75.56	3.76
103.97	-3.78	75.56	3.78
104.06	-3.76	75.56	3.76
104.81	-3.78	76.31	3.78
105.00	-3.78	76.31	3.78
105.38	-3.78	76.31	3.78
105.47	-3.78	76.31	3.78
105.66	-3.80	76.31	3.80
105.75	-3.78	76.31	3.78
105.84	-3.77	76.31	3.77
106.03	-3.78	76.50	3.78
106.22	-3.79	76.50	3.79
106.31	-3.77	76.50	3.77
106.50	-3.78	76.50	3.78
106.69	-3.78	76.50	3.78
106.88	-3.79	76.50	3.79
107.06	-3.78	76.50	3.78
107.25	-3.78	76.50	3.78
107.44	-3.78	76.50	3.78
107.81	-3.79	76.88	3.79
108.00	-3.78	76.88	3.78
108.19	-3.78	76.88	3.78
108.38	-3.78	76.88	3.78
108.56	-3.79	76.88	3.79
108.94	-3.80	77.25	3.80
109.13	-3.79	77.25	3.79
109.31	-3.77	77.25	3.77
109.69	-3.78	77.63	3.78
110.06	-3.80	78.00	3.80
110.25	-3.78	78.00	3.78
110.63	-3.80	78.38	3.80
111.00	-3.80	78.38	3.80
111.19	-3.80	78.38	3.80
111.38	-3.79	78.38	3.79
111.75	-3.79	78.75	3.79
111.94	-3.76	78.75	3.76
112.31	-3.78	79.13	3.78
112.69	-3.79	79.13	3.79
112.88	-3.78	79.13	3.78
93.00	-2.83	69.38	2.83
93.05	-2.92	69.42	2.92
93.09	-3.00	69.42	3.00
93.14	-3.05	69.47	3.05
93.19	-3.10	69.52	3.10
93.23	-3.14	69.56	3.14
93.28	-3.18	69.61	3.18
93.33	-3.19	69.66	3.19
93.38	-3.20	69.70	3.20
93.42	-3.23	69.75	3.23
93.47	-3.25	69.75	3.25
93.52	-3.27	69.80	3.27
93.56	-3.28	69.84	3.28
93.61	-3.29	69.89	3.29
93.66	-3.30	69.89	3.30
93.70	-3.30	69.94	3.30
93.75	-3.31	69.98	3.31
93.80	-3.33	69.98	3.33
93.89	-3.33	70.08	3.33
93.94	-3.35	70.13	3.35
94.13	-3.37	70.31	3.37
94.17	-3.38	70.31	3.38
94.22	-3.40	70.36	3.40
94.27	-3.40	70.41	3.40
94.31	-3.41	70.41	3.41
94.36	-3.41	70.41	3.41
94.41	-3.43	70.41	3.43
94.78	-3.44	70.78	3.44
94.83	-3.45	70.78	3.45
94.88	-3.46	70.78	3.46
94.92	-3.46	70.78	3.46
94.97	-3.47	70.83	3.47
95.02	-3.47	70.88	3.47
95.06	-3.48	70.88	3.48
95.11	-3.48	70.88	3.48
95.20	-3.49	70.97	3.49
95.30	-3.50	71.06	3.50
95.34	-3.52	71.06	3.52
95.53	-3.54	71.25	3.54
95.58	-3.55	71.30	3.55
95.67	-3.57	71.30	3.57
95.72	-3.57	71.30	3.57
95.77	-3.58	71.30	3.58
95.81	-3.59	71.30	3.59
95.86	-3.60	71.30	3.60
95.91	-3.61	71.34	3.61
95.95	-3.62	71.34	3.62
96.00	-3.61	71.34	3.61
96.19	-3.63	71.53	3.63
96.23	-3.64	71.58	3.64
96.28	-3.63	71.58	3.63
97.03	-3.64	72.33	3.64
97.08	-3.64	72.33	3.64
97.17	-3.65	72.42	3.65
97.22	-3.65	72.42	3.65
97.27	-3.65	72.42	3.65
97.31	-3.66	72.47	3.66
97.41	-3.67	72.56	3.67
97.59	-3.68	72.56	3.68
97.64	-3.68	72.56	3.68
97.69	-3.67	72.56	3.67
98.06	-3.67	72.94	3.67
98.11	-3.68	72.94	3.68
98.16	-3.69	72.94	3.69
98.20	-3.70	72.94	3.70
98.25	-3.69	72.94	3.69
98.30	-3.69	72.94	3.69
98.39	-3.71	73.03	3.71
98.58	-3.71	73.22	3.71
98.63	-3.70	73.22	3.70
98.67	-3.71	73.22	3.71
98.72	-3.71	73.22	3.71
98.81	-3.72	73.22	3.72
98.91	-3.72	73.31	3.72
98.95	-3.71	73.31	3.71
99.00	-3.71	73.31	3.71
99.19	-3.72	73.50	3.72
99.28	-3.72	73.59	3.72
99.33	-3.72	73.59	3.72
99.70	-3.73	73.97	3.73
99.75	-3.73	73.97	3.73
99.80	-3.73	73.97	3.73
99.84	-3.71	73.97	3.71
99.94	-3.73	73.97	3.73
99.98	-3.72	73.97	3.72
100.08	-3.73	74.06	3.73
100.17	-3.73	74.06	3.73
100.27	-3.74	74.16	3.74
100.31	-3.74	74.16	3.74
100.41	-3.74	74.16	3.74
100.50	-3.75	74.16	3.75
100.55	-3.73	74.16	3.73
100.64	-3.75	74.25	3.75
100.83	-3.76	74.44	3.76
100.88	-3.74	74.44	3.74
100.92	-3.74	74.44	3.74
101.02	-3.75	74.44	3.75
101.11	-3.76	74.44	3.76
101.16	-3.74	74.44	3.74
101.25	-3.75	74.44	3.75
102.00	-3.75	75.19	3.75
102.19	-3.76	75.19	3.76
102.23	-3.74	75.19	3.74
102.33	-3.76	75.19	3.76
102.52	-3.77	75.19	3.77
102.56	-3.75	75.19	3.75
102.66	-3.77	75.19	3.77
102.84	-3.78	75.38	3.78
102.94	-3.77	75.38	3.77
103.03	-3.77	75.38	3.77
103.13	-3.78	75.38	3.78
103.22	-3.77	75.38	3.77
103.31	-3.77	75.38	3.77
103.50	-3.78	75.56	3.78
103.59	-3.77	75.56	3.77
103.78	-3.77	75.75	3.77
103.97	-3.77	75.75	3.77
104.16	-3.78	75.94	3.78
104.25	-3.77	75.94	3.77
104.34	-3.78	75.94	3.78
104.44	-3.77	75.94	3.77
105.19	-3.78	76.69	3.78
105.38	-3.79	76.69	3.79
105.75	-3.79	76.69	3.79
105.84	-3.79	76.69	3.79
106.03	-3.81	76.69	3.81
106.13	-3.78	76.69	3.78
106.22	-3.78	76.69	3.78
106.41	-3.79	76.88	3.79
106.59	-3.80	76.88	3.80
106.69	-3.77	76.88	3.77
106.88	-3.79	76.88	3.79
107.06	-3.78	76.88	3.78
107.25	-3.79	76.88	3.79
107.44	-3.78	76.88	3.78
107.63	-3.78	76.88	3.78
107.81	-3.79	76.88	3.79
108.19	-3.79	77.25	3.79
108.38	-3.79	77.25	3.79
108.56	-3.79	77.25	3.79
108.75	-3.79	77.25	3.79
108.94	-3.79	77.25	3.79
109.31	-3.80	77.63	3.80
109.50	-3.80	77.63	3.80
109.69	-3.78	77.63	3.78
110.06	-3.79	78.00	3.79
110.44	-3.81	78.38	3.81
110.63	-3.79	78.38	3.79
111.00	-3.81	78.75	3.81
111.38	-3.81	78.75	3.81
111.56	-3.80	78.75	3.80
111.75	-3.80	78.75	3.80
112.13	-3.80	79.13	3.80
112.31	-3.77	79.13	3.77
112.69	-3.79	79.50	3.79
113.06	-3.79	79.50	3.79
113.25	-3.79	79.50	3.79
93.38	-2.83	69.38	2.83
93.42	-2.92	69.42	2.92
93.47	-3.01	69.42	3.01
93.52	-3.05	69.47	3.05
93.56	-3.10	69.52	3.10
93.61	-3.15	69.56	3.15
93.66	-3.18	69.61	3.18
93.70	-3.20	69.66	3.20
93.75	-3.21	69.70	3.21
93.80	-3.24	69.75	3.24
93.84	-3.26	69.75	3.26
93.89	-3.28	69.80	3.28
93.94	-3.29	69.84	3.29
93.98	-3.30	69.89	3.30
94.03	-3.30	69.89	3.30
94.08	-3.31	69.94	3.31
94.13	-3.32	69.98	3.32
94.17	-3.33	69.98	3.33
94.27	-3.34	70.08	3.34
94.31	-3.35	70.13	3.35
94.50	-3.38	70.31	3.38
94.55	-3.39	70.31	3.39
94.59	-3.41	70.36	3.41
94.64	-3.41	70.41	3.41
94.69	-3.41	70.41	3.41
94.73	-3.42	70.41	3.42
94.78	-3.43	70.41	3.43
95.16	-3.45	70.78	3.45
95.20	-3.46	70.78	3.46
95.25	-3.47	70.78	3.47
95.30	-3.47	70.78	3.47
95.34	-3.48	70.83	3.48
95.39	-3.47	70.88	3.47
95.44	-3.48	70.88	3.48
95.48	-3.48	70.88	3.48
95.58	-3.49	70.97	3.49
95.67	-3.51	71.06	3.51
95.72	-3.52	71.06	3.52
95.91	-3.54	71.25	3.54
95.95	-3.55	71.30	3.55
96.05	-3.57	71.30	3.57
96.09	-3.58	71.30	3.58
96.14	-3.59	71.30	3.59
96.19	-3.60	71.30	3.60
96.23	-3.61	71.30	3.61
96.28	-3.61	71.34	3.61
96.33	-3.62	71.34	3.62
96.38	-3.62	71.34	3.62
96.56	-3.63	71.53	3.63
96.61	-3.64	71.58	3.64
96.66	-3.64	71.58	3.64
97.41	-3.64	72.33	3.64
97.45	-3.65	72.33	3.65
97.55	-3.65	72.42	3.65
97.59	-3.65	72.42	3.65
97.64	-3.66	72.42	3.66
97.69	-3.67	72.47	3.67
97.78	-3.67	72.56	3.67
97.97	-3.68	72.56	3.68
98.02	-3.68	72.56	3.68
98.06	-3.68	72.56	3.68
98.44	-3.68	72.94	3.68
98.48	-3.69	72.94	3.69
98.53	-3.69	72.94	3.69
98.58	-3.70	72.94	3.70
98.63	-3.70	72.94	3.70
98.67	-3.70	72.94	3.70
98.77	-3.71	73.03	3.71
98.95	-3.71	73.22	3.71
99.00	-3.71	73.22	3.71
99.05	-3.72	73.22	3.72
99.09	-3.72	73.22	3.72
99.19	-3.72	73.22	3.72
99.28	-3.73	73.31	3.73
99.33	-3.72	73.31	3.72
99.38	-3.72	73.31	3.72
99.56	-3.72	73.50	3.72
99.66	-3.73	73.59	3.73
99.70	-3.72	73.59	3.72
100.08	-3.73	73.97	3.73
100.13	-3.73	73.97	3.73
100.17	-3.73	73.97	3.73
100.22	-3.72	73.97	3.72
100.31	-3.73	73.97	3.73
100.36	-3.73	73.97	3.73
100.45	-3.73	74.06	3.73
100.55	-3.74	74.06	3.74
100.64	-3.74	74.16	3.74
100.69	-3.74	74.16	3.74
100.78	-3.75	74.16	3.75
100.88	-3.75	74.16	3.75
100.92	-3.74	74.16	3.74
101.02	-3.75	74.25	3.75
101.20	-3.76	74.44	3.76
101.25	-3.74	74.44	3.74
101.30	-3.75	74.44	3.75
101.39	-3.76	74.44	3.76
101.48	-3.76	74.44	3.76
101.53	-3.75	74.44	3.75
101.63	-3.76	74.44	3.76
102.38	-3.76	75.19	3.76
102.56	-3.76	75.19	3.76
102.61	-3.75	75.19	3.75
102.70	-3.76	75.19	3.76
102.89	-3.77	75.19	3.77
102.94	-3.75	75.19	3.75
103.03	-3.77	75.19	3.77
103.22	-3.78	75.38	3.78
103.31	-3.78	75.38	3.78
103.41	-3.77	75.38	3.77
103.50	-3.78	75.38	3.78
103.59	-3.77	75.38	3.77
103.69	-3.78	75.38	3.78
103.88	-3.78	75.56	3.78
103.97	-3.77	75.56	3.77
104.16	-3.78	75.75	3.78
104.34	-3.78	75.75	3.78
104.53	-3.79	75.94	3.79
104.63	-3.77	75.94	3.77
104.72	-3.79	75.94	3.79
104.81	-3.78	75.94	3.78
105.56	-3.79	76.69	3.79
105.75	-3.79	76.69	3.79
106.13	-3.79	76.69	3.79
106.22	-3.80	76.69	3.80
106.41	-3.81	76.69	3.81
106.50	-3.79	76.69	3.79
106.59	-3.79	76.69	3.79
106.78	-3.80	76.88	3.80
106.97	-3.80	76.88	3.80
107.06	-3.78	76.88	3.78
107.25	-3.79	76.88	3.79
107.44	-3.79	76.88	3.79
107.63	-3.80	76.88	3.80
107.81	-3.79	76.88	3.79
108.00	-3.79	76.88	3.79
108.19	-3.79	76.88	3.79
108.56	-3.80	77.25	3.80
108.75	-3.79	77.25	3.79
108.94	-3.79	77.25	3.79
109.13	-3.80	77.25	3.80
109.31	-3.80	77.25	3.80
109.69	-3.81	77.63	3.81
109.88	-3.80	77.63	3.80
110.06	-3.79	77.63	3.79
110.44	-3.80	78.00	3.80
110.81	-3.81	78.38	3.81
111.00	-3.79	78.38	3.79
111.38	-3.81	78.75	3.81
111.75	-3.81	78.75	3.81
111.94	-3.81	78.75	3.81
112.13	-3.80	78.75	3.80
112.50	-3.80	79.13	3.80
112.69	-3.77	79.13	3.77
113.06	-3.80	79.50	3.80
113.44	-3.80	79.50	3.80
113.63	-3.79	79.50	3.79
93.75	-2.84	69.75	2.84
93.80	-2.93	69.80	2.93
93.84	-3.02	69.80	3.02
93.89	-3.06	69.84	3.06
93.94	-3.11	69.89	3.11
93.98	-3.15	69.94	3.15
94.03	-3.19	69.98	3.19
94.08	-3.20	70.03	3.20
94.13	-3.22	70.08	3.22
94.17	-3.25	70.13	3.25
94.22	-3.27	70.13	3.27
94.27	-3.29	70.17	3.29
94.31	-3.29	70.22	3.29
94.36	-3.30	70.27	3.30
94.41	-3.31	70.27	3.31
94.45	-3.32	70.31	3.32
94.50	-3.32	70.36	3.32
94.55	-3.34	70.36	3.34
94.64	-3.35	70.45	3.35
94.69	-3.36	70.50	3.36
94.88	-3.39	70.69	3.39
94.92	-3.40	70.69	3.40
94.97	-3.41	70.73	3.41
95.02	-3.42	70.78	3.42
95.06	-3.42	70.78	3.42
95.11	-3.43	70.78	3.43
95.16	-3.44	70.78	3.44
95.53	-3.46	71.16	3.46
95.58	-3.47	71.16	3.47
95.63	-3.48	71.16	3.48
95.67	-3.48	71.16	3.48
95.72	-3.49	71.20	3.49
95.77	-3.48	71.25	3.48
95.81	-3.49	71.25	3.49
95.86	-3.49	71.25	3.49
95.95	-3.50	71.34	3.50
96.05	-3.52	71.44	3.52
96.09	-3.53	71.44	3.53
96.28	-3.55	71.63	3.55
96.33	-3.56	71.67	3.56
96.42	-3.58	71.67	3.58
96.47	-3.59	71.67	3.59
96.52	-3.60	71.67	3.60
96.56	-3.61	71.67	3.61
96.61	-3.62	71.67	3.62
96.66	-3.62	71.72	3.62
96.70	-3.63	71.72	3.63
96.75	-3.63	71.72	3.63
96.94	-3.64	71.91	3.64
96.98	-3.65	71.95	3.65
97.03	-3.65	71.95	3.65
97.78	-3.65	72.70	3.65
97.83	-3.66	72.70	3.66
97.92	-3.66	72.80	3.66
97.97	-3.66	72.80	3.66
98.02	-3.67	72.80	3.67
98.06	-3.68	72.84	3.68
98.16	-3.68	72.94	3.68
98.34	-3.69	72.94	3.69
98.39	-3.69	72.94	3.69
98.44	-3.69	72.94	3.69
98.81	-3.69	73.31	3.69
98.86	-3.69	73.31	3.69
98.91	-3.70	73.31	3.70
98.95	-3.71	73.31	3.71
99.00	-3.71	73.31	3.71
99.05	-3.71	73.31	3.71
99.14	-3.72	73.41	3.72
99.33	-3.72	73.59	3.72
99.38	-3.72	73.59	3.72
99.42	-3.73	73.59	3.73
99.47	-3.73	73.59	3.73
99.56	-3.73	73.59	3.73
99.66	-3.73	73.69	3.73
99.70	-3.73	73.69	3.73
99.75	-3.73	73.69	3.73
99.94	-3.73	73.88	3.73
100.03	-3.74	73.97	3.74
100.08	-3.73	73.97	3.73
100.45	-3.74	74.34	3.74
100.50	-3.74	74.34	3.74
100.55	-3.74	74.34	3.74
100.59	-3.73	74.34	3.73
100.69	-3.74	74.34	3.74
100.73	-3.74	74.34	3.74
100.83	-3.74	74.44	3.74
100.92	-3.74	74.44	3.74
101.02	-3.75	74.53	3.75
101.06	-3.75	74.53	3.75
101.16	-3.76	74.53	3.76
101.25	-3.76	74.53	3.76
101.30	-3.75	74.53	3.75
101.39	-3.76	74.63	3.76
101.58	-3.77	74.81	3.77
101.63	-3.75	74.81	3.75
101.67	-3.76	74.81	3.76
101.77	-3.76	74.81	3.76
101.86	-3.77	74.81	3.77
101.91	-3.76	74.81	3.76
102.00	-3.77	74.81	3.77
102.75	-3.77	75.56	3.77
102.94	-3.77	75.56	3.77
102.98	-3.76	75.56	3.76
103.08	-3.77	75.56	3.77
103.27	-3.78	75.56	3.78
103.31	-3.76	75.56	3.76
103.41	-3.78	75.56	3.78
103.59	-3.79	75.75	3.79
103.69	-3.79	75.75	3.79
103.78	-3.78	75.75	3.78
103.88	-3.79	75.75	3.79
103.97	-3.78	75.75	3.78
104.06	-3.79	75.75	3.79
104.25	-3.79	75.94	3.79
104.34	-3.78	75.94	3.78
104.53	-3.79	76.13	3.79
104.72	-3.79	76.13	3.79
104.91	-3.79	76.31	3.79
105.00	-3.78	76.31	3.78
105.09	-3.80	76.31	3.80
105.19	-3.78	76.31	3.78
105.94	-3.80	77.06	3.80
106.13	-3.80	77.06	3.80
106.50	-3.80	77.06	3.80
106.59	-3.80	77.06	3.80
106.78	-3.82	77.06	3.82
106.88	-3.80	77.06	3.80
106.97	-3.79	77.06	3.79
107.16	-3.80	77.25	3.80
107.34	-3.81	77.25	3.81
107.44	-3.79	77.25	3.79
107.63	-3.80	77.25	3.80
107.81	-3.80	77.25	3.80
108.00	-3.81	77.25	3.81
108.19	-3.80	77.25	3.80
108.38	-3.80	77.25	3.80
108.56	-3.80	77.25	3.80
108.94	-3.81	77.63	3.81
109.13	-3.80	77.63	3.80
109.31	-3.80	77.63	3.80
109.50	-3.80	77.63	3.80
109.69	-3.81	77.63	3.81
110.06	-3.82	78.00	3.82
110.25	-3.81	78.00	3.81
110.44	-3.80	78.00	3.80
110.81	-3.81	78.38	3.81
111.19	-3.82	78.75	3.82
111.38	-3.80	78.75	3.80
111.75	-3.82	79.13	3.82
112.13	-3.82	79.13	3.82
112.31	-3.82	79.13	3.82
112.50	-3.81	79.13	3.81
112.88	-3.81	79.50	3.81
113.06	-3.78	79.50	3.78
113.44	-3.80	79.88	3.80
113.81	-3.81	79.88	3.81
114.00	-3.80	79.88	3.80
93.94	-2.83	69.75	2.83
93.98	-2.92	69.80	2.92
94.03	-3.00	69.80	3.00
94.08	-3.05	69.84	3.05
94.13	-3.10	69.89	3.10
94.17	-3.14	69.94	3.14
94.22	-3.18	69.98	3.18
94.27	-3.19	70.03	3.19
94.31	-3.20	70.08	3.20
94.36	-3.23	70.13	3.23
94.41	-3.25	70.13	3.25
94.45	-3.27	70.17	3.27
94.50	-3.28	70.22	3.28
94.55	-3.29	70.27	3.29
94.59	-3.30	70.27	3.30
94.64	-3.30	70.31	3.30
94.69	-3.31	70.36	3.31
94.73	-3.33	70.36	3.33
94.83	-3.34	70.45	3.34
94.88	-3.35	70.50	3.35
95.06	-3.37	70.69	3.37
95.11	-3.39	70.69	3.39
95.16	-3.40	70.73	3.40
95.20	-3.40	70.78	3.40
95.25	-3.41	70.78	3.41
95.30	-3.42	70.78	3.42
95.34	-3.43	70.78	3.43
95.72	-3.44	71.16	3.44
95.77	-3.46	71.16	3.46
95.81	-3.46	71.16	3.46
95.86	-3.46	71.16	3.46
95.91	-3.47	71.20	3.47
95.95	-3.47	71.25	3.47
96.00	-3.48	71.25	3.48
96.05	-3.48	71.25	3.48
96.14	-3.49	71.34	3.49
96.23	-3.51	71.44	3.51
96.28	-3.52	71.44	3.52
96.47	-3.54	71.63	3.54
96.52	-3.55	71.67	3.55
96.61	-3.57	71.67	3.57
96.66	-3.58	71.67	3.58
96.70	-3.59	71.67	3.59
96.75	-3.59	71.67	3.59
96.80	-3.60	71.67	3.60
96.84	-3.61	71.72	3.61
96.89	-3.62	71.72	3.62
96.94	-3.61	71.72	3.61
97.13	-3.63	71.91	3.63
97.17	-3.64	71.95	3.64
97.22	-3.64	71.95	3.64
97.97	-3.64	72.70	3.64
98.02	-3.64	72.70	3.64
98.11	-3.65	72.80	3.65
98.16	-3.65	72.80	3.65
